AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,n_Samples,n_Years,Waterbody Type,Fraction,Use,Type,Minimum Assessment Period,Min_Assess_Period_Yrs,Minimum number of data points,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient
AK_R_2040108_022,River/Stream,River,ARSENIC,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,ARSENIC,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,No,Yes,No
AK_R_2040108_022,River/Stream,River,ARSENIC,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,No,No,No
AK_R_2040108_022,River/Stream,River,BARIUM,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,BERYLLIUM,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,CADMIUM,UG/L,21,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,CADMIUM,UG/L,21,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,CADMIUM,UG/L,21,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,CADMIUM,UG/L,21,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,CHROMIUM,UG/L,12,1,Freshwater,Total,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,COBALT,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,COPPER,UG/L,21,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,COPPER,UG/L,21,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,COPPER,UG/L,21,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,COPPER,UG/L,21,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,COPPER,UG/L,21,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,30,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,30,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,30,2,Freshwater streams and rivers,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,30,2,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,ESCHERICHIA COLI,#/100ML,10,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,MPN/100ML,10,2,Freshwater,,Water Supply,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,MPN/100ML,10,2,Freshwater,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,MPN/100ML,10,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,MPN/100ML,10,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,IRON,UG/L,12,1,Freshwater,,Aquatic Life,Chronic,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,IRON,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,IRON,UG/L,12,1,Freshwater,,Aquatic Life,Chronic,2 years,2,18,18,No,No,No
AK_R_2040108_022,River/Stream,River,LEAD,UG/L,21,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,LEAD,UG/L,21,2,Freshwater,Dissolved,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,LEAD,UG/L,21,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,MANGANESE,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,MANGANESE,UG/L,12,1,Freshwater,,Human Health,,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,MANGANESE,UG/L,12,1,Freshwater,,Human Health,Chronic,2 years,2,18,18,No,No,No
AK_R_2040108_022,River/Stream,River,MERCURY,UG/L,20,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,MERCURY,UG/L,20,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,MERCURY,UG/L,20,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,MERCURY,UG/L,20,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,MERCURY,UG/L,20,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,NICKEL,UG/L,12,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,NICKEL,UG/L,12,1,Freshwater,,Human Health,,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,NICKEL,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,NICKEL,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,No,Yes,No
AK_R_2040108_022,River/Stream,River,NICKEL,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,No,No,No
AK_R_2040108_022,River/Stream,River,PH,,90,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,PH,,90,2,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,PH,,90,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,PH,,90,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,SELENIUM,UG/L,21,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,SELENIUM,UG/L,21,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,SELENIUM,UG/L,21,2,Freshwater,Total Recoverable,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,SELENIUM,UG/L,21,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,SELENIUM,UG/L,21,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,SILVER,UG/L,12,1,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,No,Yes,No
AK_R_2040108_022,River/Stream,River,"TEMPERATURE, WATER",DEG C,30,2,Freshwater,,Water Supply,,,,,,,,No
AK_R_2040108_022,River/Stream,River,"TEMPERATURE, WATER",DEG C,30,2,Freshwater,,Aquatic Life,,,,,,,,No
AK_R_2040108_022,River/Stream,River,"TEMPERATURE, WATER",DEG C,30,2,Freshwater,,Primary Contact Recreation,,,,,,,,No
AK_R_2040108_022,River/Stream,River,TOTAL DISSOLVED SOLIDS,UG/KG,14,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,TOTAL DISSOLVED SOLIDS,UG/KG,14,1,Freshwater,,Aquatic Life,,2 years,2,10,10,No,Yes,No
AK_R_2040108_022,River/Stream,River,TURBIDITY,FTU,18,2,Freshwater,,Primary Contact Recreation,,2 years,2,20 days,,Yes,,No
AK_R_2040108_022,River/Stream,River,ZINC,UG/L,20,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,ZINC,UG/L,20,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,ZINC,UG/L,20,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,ZINC,UG/L,20,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2040108_022,River/Stream,River,ZINC,UG/L,20,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,Yes,Yes
AK_R_2050512_016_002,River/Stream,River,PH,,318,1,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,No,Yes,No
AK_R_2050512_016_002,River/Stream,River,PH,,318,1,Freshwater,,Aquatic Life,,2 years,2,10,10,No,Yes,No
AK_R_2050512_016_002,River/Stream,River,PH,,318,1,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,No,Yes,No
AK_R_2050512_016_002,River/Stream,River,PH,,318,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2050512_016_002,River/Stream,River,"TEMPERATURE, WATER",DEG C,318,1,Freshwater,,Water Supply,,,,,,,,No
AK_R_2050512_016_002,River/Stream,River,"TEMPERATURE, WATER",DEG C,318,1,Freshwater,,Aquatic Life,,,,,,,,No
AK_R_2050512_016_002,River/Stream,River,"TEMPERATURE, WATER",DEG C,318,1,Freshwater,,Primary Contact Recreation,,,,,,,,No
AK_R_2050512_016_002,River/Stream,River,TURBIDITY,FTU,318,1,Freshwater,,Primary Contact Recreation,,2 years,2,20 days,,No,,No
AK_R_2050512_016_003,River/Stream,River,BENZENE,UG/L,40,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_003,River/Stream,River,ETHYLBENZENE,UG/L,40,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_003,River/Stream,River,ETHYLBENZENE,UG/L,40,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_003,River/Stream,River,PH,,318,1,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,No,Yes,No
AK_R_2050512_016_003,River/Stream,River,PH,,318,1,Freshwater,,Aquatic Life,,2 years,2,10,10,No,Yes,No
AK_R_2050512_016_003,River/Stream,River,PH,,318,1,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,No,Yes,No
AK_R_2050512_016_003,River/Stream,River,PH,,318,1,Freshwater,,Water Supply,,2 years,2,10,10,No,Yes,No
AK_R_2050512_016_003,River/Stream,River,"TEMPERATURE, WATER",DEG C,318,1,Freshwater,,Water Supply,,,,,,,,No
AK_R_2050512_016_003,River/Stream,River,"TEMPERATURE, WATER",DEG C,318,1,Freshwater,,Aquatic Life,,,,,,,,No
AK_R_2050512_016_003,River/Stream,River,"TEMPERATURE, WATER",DEG C,318,1,Freshwater,,Primary Contact Recreation,,,,,,,,No
AK_R_2050512_016_003,River/Stream,River,TOLUENE,UG/L,40,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_003,River/Stream,River,TOLUENE,UG/L,40,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_003,River/Stream,River,TURBIDITY,FTU,337,2,Freshwater,,Primary Contact Recreation,,2 years,2,20 days,,Yes,,No
AK_R_2050512_016_005,River/Stream,River,ALUMINUM,UG/L,5,1,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,10,10,No,No,No
AK_R_2050512_016_005,River/Stream,River,ALUMINUM,UG/L,5,1,Freshwater,Total Recoverable,Aquatic Life,Acute,2 years,2,5,5,No,Yes,No
AK_R_2050512_016_005,River/Stream,River,ALUMINUM,UG/L,5,1,Freshwater,Total Recoverable,Water Supply,,2 years,2,10,10,No,No,No
AK_R_2050512_016_005,River/Stream,River,ALUMINUM,UG/L,5,1,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,18,18,No,No,No
AK_R_2050512_016_005,River/Stream,River,CADMIUM,UG/L,11,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,CADMIUM,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,CADMIUM,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,CADMIUM,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_R_2050512_016_005,River/Stream,River,COPPER,UG/L,11,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,COPPER,UG/L,11,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,COPPER,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,COPPER,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,COPPER,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_R_2050512_016_005,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,15,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,15,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,15,2,Freshwater streams and rivers,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,15,2,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,ESCHERICHIA COLI,#/100ML,10,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,9,2,Freshwater,,Water Supply,,2 water years,2,10,10,Yes,No,No
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,9,2,Freshwater,,Secondary Contact Recreation,,2 water years,2,10,10,Yes,No,No
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,9,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,No,No
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,9,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,No,No
AK_R_2050512_016_005,River/Stream,River,LEAD,UG/L,11,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,LEAD,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,LEAD,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,MERCURY,UG/L,10,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,MERCURY,UG/L,10,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,MERCURY,UG/L,10,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,MERCURY,UG/L,10,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,MERCURY,UG/L,10,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_R_2050512_016_005,River/Stream,River,NITRITE,MG/L,6,1,Freshwater,,Water Supply,,2 years,2,10,10,No,No,No
AK_R_2050512_016_005,River/Stream,River,PH,,222,3,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,PH,,222,3,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,PH,,222,3,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,PH,,222,3,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,SELENIUM,UG/L,11,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,SELENIUM,UG/L,11,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,SELENIUM,UG/L,11,2,Freshwater,Total Recoverable,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,SELENIUM,UG/L,11,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_R_2050512_016_005,River/Stream,River,SELENIUM,UG/L,11,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,"TEMPERATURE, WATER",DEG C,192,3,Freshwater,,Water Supply,,,,,,,,No
AK_R_2050512_016_005,River/Stream,River,"TEMPERATURE, WATER",DEG C,192,3,Freshwater,,Aquatic Life,,,,,,,,No
AK_R_2050512_016_005,River/Stream,River,"TEMPERATURE, WATER",DEG C,192,3,Freshwater,,Primary Contact Recreation,,,,,,,,No
AK_R_2050512_016_005,River/Stream,River,TOTAL DISSOLVED SOLIDS,UG/KG,9,1,Freshwater,,Water Supply,,2 years,2,10,10,No,No,No
AK_R_2050512_016_005,River/Stream,River,TOTAL DISSOLVED SOLIDS,UG/KG,9,1,Freshwater,,Aquatic Life,,2 years,2,10,10,No,No,No
AK_R_2050512_016_005,River/Stream,River,TURBIDITY,FTU,192,3,Freshwater,,Primary Contact Recreation,,2 years,2,20 days,,Yes,,No
AK_R_2050512_016_005,River/Stream,River,ZINC,UG/L,11,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,ZINC,UG/L,11,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,ZINC,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,ZINC,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_005,River/Stream,River,ZINC,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_R_2050512_016_009,River/Stream,River,ALUMINUM,UG/L,5,1,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,10,10,No,No,No
AK_R_2050512_016_009,River/Stream,River,ALUMINUM,UG/L,5,1,Freshwater,Total Recoverable,Aquatic Life,Acute,2 years,2,5,5,No,Yes,No
AK_R_2050512_016_009,River/Stream,River,ALUMINUM,UG/L,5,1,Freshwater,Total Recoverable,Water Supply,,2 years,2,10,10,No,No,No
AK_R_2050512_016_009,River/Stream,River,ALUMINUM,UG/L,5,1,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,18,18,No,No,No
AK_R_2050512_016_009,River/Stream,River,CADMIUM,UG/L,11,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,CADMIUM,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,CADMIUM,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,CADMIUM,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_R_2050512_016_009,River/Stream,River,COPPER,UG/L,11,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,COPPER,UG/L,11,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,COPPER,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,COPPER,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,COPPER,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_R_2050512_016_009,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,10,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,10,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,10,2,Freshwater streams and rivers,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,10,2,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,ESCHERICHIA COLI,#/100ML,5,1,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,No,No,No
AK_R_2050512_016_009,River/Stream,River,FECAL COLIFORM,MPN/100ML,5,1,Freshwater,,Water Supply,,2 water years,2,10,10,No,No,No
AK_R_2050512_016_009,River/Stream,River,FECAL COLIFORM,MPN/100ML,5,1,Freshwater,,Secondary Contact Recreation,,2 water years,2,10,10,No,No,No
AK_R_2050512_016_009,River/Stream,River,FECAL COLIFORM,MPN/100ML,5,1,Freshwater,,Water Supply,,2 years,2,10,10,No,No,No
AK_R_2050512_016_009,River/Stream,River,FECAL COLIFORM,MPN/100ML,5,1,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,No,No,No
AK_R_2050512_016_009,River/Stream,River,LEAD,UG/L,11,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,LEAD,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,LEAD,UG/L,11,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,MERCURY,UG/L,10,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,MERCURY,UG/L,10,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,MERCURY,UG/L,10,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,MERCURY,UG/L,10,2,Freshwater,Dissolved,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,MERCURY,UG/L,10,2,Freshwater,Dissolved,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_R_2050512_016_009,River/Stream,River,NITRITE,MG/L,6,1,Freshwater,,Water Supply,,2 years,2,10,10,No,No,No
AK_R_2050512_016_009,River/Stream,River,PH,,30,2,Freshwater,,Primary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,PH,,30,2,Freshwater,,Aquatic Life,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,PH,,30,2,Freshwater,,Secondary Contact Recreation,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,PH,,30,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,SELENIUM,UG/L,11,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,SELENIUM,UG/L,11,2,Freshwater,,Water Supply,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,SELENIUM,UG/L,11,2,Freshwater,Total Recoverable,Aquatic Life,Acute,2 years,2,5,5,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,SELENIUM,UG/L,11,2,Freshwater,Total Recoverable,Aquatic Life,Chronic,2 years,2,18,18,Yes,No,No
AK_R_2050512_016_009,River/Stream,River,SELENIUM,UG/L,11,2,Freshwater,,Human Health,,2 years,2,10,10,Yes,Yes,Yes
AK_R_2050512_016_009,River/Stream,River,"TEMPERATURE, WATER",DEG C,10,2,Freshwater,,Water Supply,,,,,,,,No
AK_R_2050512_016_009,River/Stream,River,"TEMPERATURE, WATER",DEG C,10,2,Freshwater,,Aquatic Life,,,,,,,,No
AK_R_2050512_016_009,River/Stream,River,"TEMPERATURE, WATER",DEG C,10,2,Freshwater,,Primary Contact Recreation,,,,,,,,No
AK_R_2050512_016_009,River/Stream,River,TOTAL DISSOLVED SOLIDS,UG/KG,4,1,Freshwater,,Water Supply,,2 years,2,10,10,No,No,No
AK_R_2050512_016_009,River/Stream,River,TOTAL DISSOLVED SOLIDS,UG/KG,4,1,Freshwater,,Aquatic Life,,2 years,2,10,10,No,No,No
AK_R_2050512_016_009,River/Stream,River,TURBIDITY,FTU,9,2,Freshwater,,Primary Contact Recreation,,2 years,2,20 days,,Yes,,No
