AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,n_Samples,n_Years,Waterbody Type,Fraction,Use,Type,Minimum Assessment Period,Minimum number of data points,Min_Num_Pts,Min_Data_Pass,Data_Sufficient
AK_M_2070115_007,Ocean,Marine,COPPER,UG/L,18,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2070115_007,Ocean,Marine,COPPER,UG/L,18,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2070115_007,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,36,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,36,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,36,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,36,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,24,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,FECAL COLIFORM,MPN/100ML,42,3,Marine,,Aquatic Life,,2 water years,20,20,Yes,Yes
AK_M_2070115_007,Ocean,Marine,FECAL COLIFORM,MPN/100ML,42,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,FECAL COLIFORM,MPN/100ML,42,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,FECAL COLIFORM,MPN/100ML,42,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,FECAL COLIFORM,MPN/100ML,42,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,NICKEL,UG/L,18,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,NICKEL,UG/L,18,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2070115_007,Ocean,Marine,NICKEL,UG/L,18,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2070115_007,Ocean,Marine,PH,,36,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,PH,,36,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,PH,,36,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,PH,,36,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,"TEMPERATURE, WATER",DEG C,36,3,Marine,,Water Supply,,,,,,No
AK_M_2070115_007,Ocean,Marine,ZINC,UG/L,18,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_2070115_007,Ocean,Marine,ZINC,UG/L,18,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2070115_007,Ocean,Marine,ZINC,UG/L,18,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,Yes,Yes
AK_M_2070115_011,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2070115_011,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2070115_011,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2070115_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2070115_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_011,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2070115_011,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_2070115_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,14,3,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_2070115_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,14,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_2070115_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,14,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_2070115_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,14,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2070115_011,Ocean,Marine,FECAL COLIFORM,MPN/100ML,14,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_011,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2070115_011,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2070115_011,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2070115_011,Ocean,Marine,PH,,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_011,Ocean,Marine,PH,,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2070115_011,Ocean,Marine,PH,,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2070115_011,Ocean,Marine,PH,,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_011,Ocean,Marine,"TEMPERATURE, WATER",DEG C,12,3,Marine,,Water Supply,,,,,,No
AK_M_2070115_011,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2070115_011,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2070115_011,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2070115_016,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2070115_016,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2070115_016,Ocean,Marine,COPPER,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2070115_016,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2070115_016,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_016,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_016,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2070115_016,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_2070115_016,Ocean,Marine,FECAL COLIFORM,MPN/100ML,14,3,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_2070115_016,Ocean,Marine,FECAL COLIFORM,MPN/100ML,14,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_2070115_016,Ocean,Marine,FECAL COLIFORM,MPN/100ML,14,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_2070115_016,Ocean,Marine,FECAL COLIFORM,MPN/100ML,14,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2070115_016,Ocean,Marine,FECAL COLIFORM,MPN/100ML,14,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_016,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2070115_016,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2070115_016,Ocean,Marine,NICKEL,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_2070115_016,Ocean,Marine,PH,,12,3,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_016,Ocean,Marine,PH,,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_2070115_016,Ocean,Marine,PH,,12,3,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_2070115_016,Ocean,Marine,PH,,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_2070115_016,Ocean,Marine,"TEMPERATURE, WATER",DEG C,12,3,Marine,,Water Supply,,,,,,No
AK_M_2070115_016,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_2070115_016,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_2070115_016,Ocean,Marine,ZINC,UG/L,6,3,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_3010208_005,Ocean,Marine,COPPER,UG/L,12,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,COPPER,UG/L,12,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_3010208_005,Ocean,Marine,COPPER,UG/L,12,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_3010208_005,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,2,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,2,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,24,2,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,30,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,FECAL COLIFORM,MPN/100ML,36,3,Marine,,Aquatic Life,,2 water years,20,20,Yes,Yes
AK_M_3010208_005,Ocean,Marine,FECAL COLIFORM,MPN/100ML,36,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,FECAL COLIFORM,MPN/100ML,36,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,FECAL COLIFORM,MPN/100ML,36,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,FECAL COLIFORM,MPN/100ML,36,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,NICKEL,UG/L,12,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,NICKEL,UG/L,12,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_3010208_005,Ocean,Marine,NICKEL,UG/L,12,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_3010208_005,Ocean,Marine,PH,,24,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,PH,,24,2,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,PH,,24,2,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,PH,,24,2,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,"TEMPERATURE, WATER",DEG C,24,2,Marine,,Water Supply,,,,,,No
AK_M_3010208_005,Ocean,Marine,ZINC,UG/L,12,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_3010208_005,Ocean,Marine,ZINC,UG/L,12,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_3010208_005,Ocean,Marine,ZINC,UG/L,12,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_3010208_006,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_3010208_006,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_3010208_006,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_3010208_006,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_3010208_006,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_3010208_006,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_3010208_006,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_3010208_006,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,10,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_3010208_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_3010208_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_3010208_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_3010208_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_3010208_006,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_3010208_006,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_3010208_006,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_3010208_006,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_3010208_006,Ocean,Marine,PH,,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_3010208_006,Ocean,Marine,PH,,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_3010208_006,Ocean,Marine,PH,,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_3010208_006,Ocean,Marine,PH,,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_3010208_006,Ocean,Marine,"TEMPERATURE, WATER",DEG C,8,2,Marine,,Water Supply,,,,,,No
AK_M_3010208_006,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_3010208_006,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_3010208_006,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_3010208_008,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_3010208_008,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_3010208_008,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_3010208_008,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_3010208_008,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_3010208_008,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_3010208_008,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_3010208_008,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,10,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_3010208_008,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_3010208_008,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_3010208_008,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_3010208_008,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_3010208_008,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_3010208_008,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_3010208_008,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_3010208_008,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_3010208_008,Ocean,Marine,PH,,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_3010208_008,Ocean,Marine,PH,,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_3010208_008,Ocean,Marine,PH,,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_3010208_008,Ocean,Marine,PH,,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_3010208_008,Ocean,Marine,"TEMPERATURE, WATER",DEG C,8,2,Marine,,Water Supply,,,,,,No
AK_M_3010208_008,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_3010208_008,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_3010208_008,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_3010208_009,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_3010208_009,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_3010208_009,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_3010208_009,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_3010208_009,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_3010208_009,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_3010208_009,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_3010208_009,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,10,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_3010208_009,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_3010208_009,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_3010208_009,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_3010208_009,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_3010208_009,Ocean,Marine,FECAL COLIFORM,MPN/100ML,12,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_3010208_009,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_3010208_009,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_3010208_009,Ocean,Marine,NICKEL,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_3010208_009,Ocean,Marine,PH,,8,2,Marine,,Primary Contact Recreation,,2 years,10,10,No,No
AK_M_3010208_009,Ocean,Marine,PH,,8,2,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_3010208_009,Ocean,Marine,PH,,8,2,Marine,,Aquatic Life,,2 years,10,10,No,No
AK_M_3010208_009,Ocean,Marine,PH,,8,2,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_3010208_009,Ocean,Marine,"TEMPERATURE, WATER",DEG C,8,2,Marine,,Water Supply,,,,,,No
AK_M_3010208_009,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_3010208_009,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
AK_M_3010208_009,Ocean,Marine,ZINC,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_5010416_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,1,Marine,,Aquatic Life,,2 water years,20,20,No,No
AK_M_5010416_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,1,Marine,,Water Supply,,2 water years,10,10,No,No
AK_M_5010416_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,1,Marine,,Secondary Contact Recreation,,2 water years,10,10,No,No
AK_M_5010416_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,1,Marine,,Water Supply,,2 years,10,10,No,No
AK_M_5010416_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,3,1,Marine,,Secondary Contact Recreation,,2 years,10,10,No,No
AK_M_5010417_001,Ocean,Marine,COPPER,UG/L,16,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,COPPER,UG/L,16,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_5010417_001,Ocean,Marine,COPPER,UG/L,16,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_5010417_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,31,2,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,31,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,31,2,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,DISSOLVED OXYGEN (DO),MG/L,31,2,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,ENTEROCOCCUS,MPN/100ML,27,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,37,3,Marine,,Aquatic Life,,2 water years,20,20,Yes,Yes
AK_M_5010417_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,37,3,Marine,,Water Supply,,2 water years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,37,3,Marine,,Secondary Contact Recreation,,2 water years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,37,3,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,FECAL COLIFORM,MPN/100ML,37,3,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,NICKEL,UG/L,16,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,NICKEL,UG/L,16,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_5010417_001,Ocean,Marine,NICKEL,UG/L,16,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_5010417_001,Ocean,Marine,PH,,31,2,Marine,,Primary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,PH,,31,2,Marine,,Water Supply,,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,PH,,31,2,Marine,,Aquatic Life,,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,PH,,31,2,Marine,,Secondary Contact Recreation,,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,"TEMPERATURE, WATER",DEG C,31,2,Marine,,Water Supply,,,,,,No
AK_M_5010417_001,Ocean,Marine,ZINC,UG/L,16,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,Yes,Yes
AK_M_5010417_001,Ocean,Marine,ZINC,UG/L,16,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,Yes,Yes
AK_M_5010417_001,Ocean,Marine,ZINC,UG/L,16,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,18,18,No,No
AK_M_5010420_001,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Chronic,2 years,10,10,No,No
AK_M_5010420_001,Ocean,Marine,COPPER,UG/L,4,2,Marine,Dissolved,Aquatic Life,Acute,2 years,5,5,No,No
